Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
QV24282,California,No,Basic,Bachelor,1/20/2011,Employed,F,43879,Urban,Single,69,19,60,0,5,Corporate Auto,Corporate L3,Offer1,Branch,242.133552,Four-Door Car,Medsize
YF67162,California,No,Basic,High School or Below,1/28/2011,Employed,F,23941,Suburban,Married,61,12,1,0,1,Corporate Auto,Corporate L2,Offer3,Agent,292.8,Four-Door Car,Medsize
YE20366,California,No,Basic,Bachelor,1/9/2011,Medical Leave,M,14390,Suburban,Single,65,16,4,0,2,Personal Auto,Personal L2,Offer1,Agent,402.778867,Four-Door Car,Medsize
PN77420,California,No,Basic,College,2/23/2011,Employed,M,30039,Suburban,Single,70,21,52,0,9,Corporate Auto,Corporate L3,Offer3,Agent,498.612632,Four-Door Car,Medsize
CF26207,California,Yes,Basic,College,1/23/2011,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize
WH24638,California,No,Extended,College,2/28/2011,Employed,F,24450,Urban,Married,90,4,65,0,4,Personal Auto,Personal L2,Offer3,Agent,250.959093,Four-Door Car,Medsize
YQ16427,California,No,Basic,High School or Below,2/3/2011,Unemployed,F,0,Suburban,Married,64,26,17,0,1,Personal Auto,Personal L3,Offer2,Web,360.217299,Four-Door Car,Large
AZ90068,California,No,Basic,College,2/26/2011,Employed,M,89219,Suburban,Single,73,12,9,4,2,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Medsize
PL59209,California,No,Basic,College,1/16/2011,Unemployed,F,0,Suburban,Single,73,2,38,3,2,Corporate Auto,Corporate L1,Offer2,Agent,525.6,Four-Door Car,Medsize
VK93542,California,No,Basic,High School or Below,2/16/2011,Unemployed,M,0,Suburban,Single,109,4,33,0,8,Personal Auto,Personal L3,Offer3,Branch,784.8,SUV,Medsize
NE70589,California,No,Basic,College,1/20/2011,Disabled,M,29504,Suburban,Married,117,24,90,0,2,Personal Auto,Personal L2,Offer1,Branch,809.039071,SUV,Medsize
AT52647,California,No,Basic,High School or Below,2/22/2011,Unemployed,F,0,Suburban,Single,113,35,29,0,1,Personal Auto,Personal L1,Offer2,Call Center,1305.275432,SUV,Medsize
CW38361,California,No,Basic,Bachelor,2/10/2011,Employed,M,61706,Rural,Married,110,6,71,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,223.905524,SUV,Small
BZ92811,California,No,Premium,High School or Below,2/20/2011,Employed,F,88122,Suburban,Married,148,15,10,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,840.231575,SUV,Medsize
ON68006,California,No,Basic,Bachelor,1/16/2011,Employed,F,26129,Suburban,Divorced,70,4,38,0,3,Personal Auto,Personal L2,Offer1,Agent,419.187114,Four-Door Car,Medsize
VG58889,California,No,Basic,Bachelor,1/31/2011,Disabled,F,22350,Suburban,Married,66,9,3,0,5,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Large
MI42935,California,No,Extended,Bachelor,1/4/2011,Unemployed,F,0,Suburban,Single,83,0,12,0,7,Personal Auto,Personal L2,Offer3,Call Center,597.6,Four-Door Car,Medsize
OS21957,California,No,Basic,High School or Below,1/21/2011,Employed,F,26201,Rural,Married,112,4,48,0,8,Personal Auto,Personal L2,Offer4,Call Center,168.901895,SUV,Small
JG21385,California,No,Extended,Bachelor,2/25/2011,Unemployed,M,0,Suburban,Single,84,33,20,0,2,Personal Auto,Personal L3,Offer3,Branch,604.8,Four-Door Car,Medsize
CT62892,California,No,Basic,Bachelor,1/10/2011,Unemployed,F,0,Suburban,Married,107,28,14,0,7,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Small
IE97795,California,No,Extended,High School or Below,2/5/2011,Employed,M,39020,Suburban,Married,87,0,4,0,5,Corporate Auto,Corporate L1,Offer3,Agent,485.01384,Four-Door Car,Small
DM59629,California,No,Extended,Bachelor,2/8/2011,Employed,F,47606,Suburban,Divorced,81,24,50,0,4,Personal Auto,Personal L3,Offer3,Agent,388.8,Two-Door Car,Small
SH48087,California,No,Extended,College,1/29/2011,Medical Leave,F,27231,Suburban,Married,88,0,7,0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize
WG93963,California,No,Extended,College,2/10/2011,Employed,F,39946,Suburban,Divorced,218,23,99,0,1,Personal Auto,Personal L1,Offer1,Branch,1046.4,Luxury SUV,Small
OQ88395,California,No,Basic,College,2/4/2011,Employed,M,84300,Rural,Married,111,13,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,202.22495,SUV,Medsize
XH46220,California,Yes,Extended,College,2/26/2011,Employed,F,41479,Rural,Married,94,14,38,1,1,Corporate Auto,Corporate L2,Offer2,Call Center,19.575683,Two-Door Car,Large
BK61065,California,Yes,Basic,Master,1/13/2011,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Small
UD87700,California,No,Basic,High School or Below,2/10/2011,Unemployed,M,0,Suburban,Single,108,19,97,0,9,Corporate Auto,Corporate L3,Offer1,Agent,1260.456194,SUV,Large
CO19402,California,No,Basic,Bachelor,1/9/2011,Employed,F,99617,Rural,Married,109,1,62,0,2,Personal Auto,Personal L2,Offer3,Agent,74.934678,SUV,Medsize
KJ29915,California,Yes,Basic,Bachelor,1/21/2011,Employed,F,28909,Suburban,Married,66,15,66,0,8,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,Medsize
JX52708,California,No,Basic,Bachelor,2/14/2011,Medical Leave,M,25617,Suburban,Divorced,63,22,3,0,3,Personal Auto,Personal L3,Offer2,Call Center,302.4,Two-Door Car,Medsize
OT42923,California,No,Basic,High School or Below,2/20/2011,Employed,M,86788,Suburban,Single,70,32,68,0,1,Personal Auto,Personal L3,Offer2,Agent,336,Four-Door Car,Medsize
DL34364,California,No,Extended,High School or Below,1/25/2011,Disabled,M,28523,Suburban,Married,77,15,12,0,1,Corporate Auto,Corporate L1,Offer3,Agent,369.6,Four-Door Car,Large
WX16610,California,No,Basic,Bachelor,2/20/2011,Employed,F,38492,Urban,Married,72,27,34,0,3,Personal Auto,Personal L3,Offer2,Branch,207.901654,Four-Door Car,Medsize
NH76558,California,No,Basic,High School or Below,1/26/2011,Employed,F,97657,Rural,Married,71,2,19,0,8,Personal Auto,Personal L2,Offer2,Branch,107.325235,Two-Door Car,Medsize
SQ14756,California,No,Basic,Master,1/29/2011,Employed,M,49008,Suburban,Married,61,11,74,1,1,Personal Auto,Personal L1,Offer1,Branch,292.8,Four-Door Car,Medsize
EP64069,California,No,Basic,Bachelor,1/8/2011,Employed,F,72264,Urban,Married,64,2,66,0,9,Corporate Auto,Corporate L3,Offer3,Web,272.649844,Four-Door Car,Medsize
IS63817,California,Yes,Extended,College,2/19/2011,Employed,M,20396,Suburban,Married,76,15,60,1,4,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize
UC83161,California,No,Premium,High School or Below,1/4/2011,Employed,F,60234,Rural,Married,152,14,98,0,1,Personal Auto,Personal L2,Offer3,Web,136.217066,SUV,Medsize
DL45122,California,No,Extended,Bachelor,2/17/2011,Employed,M,75556,Suburban,Married,84,24,78,0,1,Corporate Auto,Corporate L3,Offer2,Agent,498.927007,Four-Door Car,Small
KB90953,California,No,Extended,Bachelor,2/24/2011,Employed,F,98710,Urban,Married,123,21,42,0,2,Personal Auto,Personal L2,Offer2,Branch,587.391029,Sports Car,Medsize
EX72956,California,No,Basic,Bachelor,1/27/2011,Employed,F,69461,Rural,Single,64,7,61,0,6,Personal Auto,Personal L2,Offer3,Branch,101.417253,Two-Door Car,Large
YN15016,California,No,Basic,High School or Below,2/26/2011,Unemployed,M,0,Suburban,Single,68,35,98,2,9,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Medsize
GW56797,California,No,Extended,High School or Below,2/6/2011,Unemployed,M,0,Suburban,Single,87,24,53,0,2,Personal Auto,Personal L3,Offer4,Branch,626.4,Four-Door Car,Medsize
QR57842,California,No,Extended,College,1/7/2011,Employed,F,73895,Suburban,Married,129,2,31,0,7,Corporate Auto,Corporate L1,Offer4,Branch,825.416826,SUV,Medsize
TB53616,California,Yes,Basic,High School or Below,2/18/2011,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize
JN10602,California,No,Basic,Master,2/12/2011,Employed,F,81785,Suburban,Divorced,67,12,44,0,2,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Large
VI94769,California,Yes,Basic,Bachelor,1/29/2011,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize
BQ60673,California,No,Basic,Bachelor,1/14/2011,Employed,M,32946,Suburban,Married,66,13,7,0,6,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Two-Door Car,Small
JK68578,California,No,Basic,High School or Below,2/6/2011,Employed,F,83868,Rural,Married,189,30,91,0,7,Corporate Auto,Corporate L2,Offer1,Agent,134.836237,Luxury Car,Medsize
OI39449,California,Yes,Basic,College,1/11/2011,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal Auto,Personal L2,Offer1,Agent,513.6,SUV,Medsize
NJ29981,California,No,Extended,High School or Below,2/10/2011,Unemployed,M,0,Suburban,Married,124,1,43,0,1,Corporate Auto,Corporate L3,Offer1,Branch,714.494746,SUV,Medsize
ZO16199,California,No,Basic,High School or Below,2/16/2011,Disabled,F,17099,Suburban,Married,69,13,28,0,9,Personal Auto,Personal L2,Offer1,Web,331.2,Four-Door Car,Small
HB12866,California,No,Extended,High School or Below,2/26/2011,Unemployed,F,0,Suburban,Single,206,7,82,0,1,Personal Auto,Personal L2,Offer2,Agent,1483.2,Luxury SUV,Large
DQ19344,California,No,Extended,College,2/24/2011,Employed,M,33046,Rural,Married,79,14,26,0,1,Personal Auto,Personal L3,Offer4,Branch,181.538354,Four-Door Car,Medsize
GH35369,California,Yes,Basic,College,2/11/2011,Retired,M,10621,Suburban,Single,67,28,22,0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize
QR26617,California,No,Basic,Bachelor,2/19/2011,Employed,M,21498,Suburban,Married,63,23,72,0,9,Corporate Auto,Corporate L1,Offer2,Agent,302.4,Four-Door Car,Medsize
QZ34525,California,No,Basic,Bachelor,2/21/2011,Unemployed,M,0,Suburban,Single,66,7,59,0,2,Personal Auto,Personal L3,Offer1,Agent,439.701118,Four-Door Car,Medsize
IU62399,California,No,Basic,Bachelor,2/25/2011,Employed,F,36889,Urban,Married,74,24,82,1,3,Personal Auto,Personal L2,Offer1,Agent,192.186026,Four-Door Car,Medsize
OH23893,California,No,Basic,Bachelor,2/15/2011,Employed,F,69588,Rural,Married,114,19,45,0,6,Personal Auto,Personal L1,Offer1,Branch,173.080024,SUV,Medsize
ZX83542,California,No,Basic,Master,2/16/2011,Disabled,M,26585,Urban,Married,69,26,23,0,4,Corporate Auto,Corporate L3,Offer1,Call Center,308.651195,Four-Door Car,Large
CO16841,California,No,Basic,Bachelor,2/16/2011,Unemployed,F,0,Suburban,Single,101,34,53,0,1,Corporate Auto,Corporate L2,Offer2,Web,727.2,SUV,Small
MV81355,California,Yes,Basic,High School or Below,1/10/2011,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528,SUV,Medsize
HU22390,California,Yes,Extended,College,1/7/2011,Employed,M,66429,Rural,Married,136,35,93,0,1,Corporate Auto,Corporate L3,Offer2,Agent,57.712985,Sports Car,Medsize
YS74016,California,Yes,Basic,Bachelor,2/19/2011,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L2,Offer1,Agent,960.115399,SUV,Large
PU33703,California,No,Basic,College,2/17/2011,Employed,F,43721,Suburban,Married,61,5,84,0,1,Personal Auto,Personal L2,Offer2,Branch,292.8,Four-Door Car,Small
PJ59176,California,No,Basic,High School or Below,2/6/2011,Employed,M,51209,Rural,Married,109,35,3,0,6,Personal Auto,Personal L3,Offer1,Call Center,39.49793,SUV,Medsize
ML68781,California,No,Basic,College,1/21/2011,Employed,F,84498,Urban,Married,65,18,83,0,1,Personal Auto,Personal L3,Offer2,Branch,255.210049,Four-Door Car,Medsize
JI93499,California,No,Basic,High School or Below,1/17/2011,Unemployed,M,0,Suburban,Married,65,30,5,1,2,Corporate Auto,Corporate L1,Offer3,Agent,312,Four-Door Car,Medsize
NY90858,California,No,Extended,College,2/24/2011,Employed,M,59034,Urban,Married,85,0,85,0,3,Personal Auto,Personal L3,Offer1,Agent,378.75258,Four-Door Car,Medsize
IZ76711,California,No,Extended,Bachelor,2/8/2011,Unemployed,F,0,Suburban,Married,135,26,38,0,3,Personal Auto,Personal L2,Offer2,Branch,773.690268,Sports Car,Medsize
BT78461,California,No,Basic,College,1/31/2011,Employed,F,96399,Urban,Married,70,1,28,0,2,Personal Auto,Personal L1,Offer2,Agent,307.89535,Four-Door Car,Medsize
PS68884,California,Yes,Basic,College,2/12/2011,Employed,M,58089,Suburban,Married,118,31,83,0,1,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Medsize
EY71439,California,No,Basic,High School or Below,1/10/2011,Unemployed,M,0,Suburban,Single,103,29,58,0,3,Corporate Auto,Corporate L2,Offer3,Call Center,741.6,Sports Car,Small
TO84268,California,No,Premium,Master,1/12/2011,Employed,M,60964,Urban,Married,113,21,16,0,4,Personal Auto,Personal L2,Offer3,Agent,327.723713,Four-Door Car,Medsize
UH93563,California,No,Basic,College,2/24/2011,Employed,M,42871,Suburban,Married,67,2,13,0,6,Corporate Auto,Corporate L3,Offer3,Web,321.6,Four-Door Car,Small
GD57363,California,No,Basic,College,2/27/2011,Employed,M,38795,Rural,Married,65,23,64,0,3,Personal Auto,Personal L2,Offer2,Agent,98.354737,Four-Door Car,Medsize
LU36517,California,No,Premium,Bachelor,1/19/2011,Unemployed,M,0,Suburban,Single,112,25,69,0,2,Personal Auto,Personal L2,Offer3,Agent,806.4,Two-Door Car,Small
DO93657,California,No,Extended,Master,1/9/2011,Employed,M,57134,Suburban,Married,91,6,6,1,8,Personal Auto,Personal L3,Offer1,Branch,436.8,Two-Door Car,Medsize
EF41225,California,No,Extended,College,2/19/2011,Employed,F,40711,Suburban,Married,121,12,38,0,2,Personal Auto,Personal L3,Offer3,Web,580.8,SUV,Medsize
CY97519,California,No,Basic,College,2/9/2011,Employed,M,26334,Suburban,Married,63,3,73,2,2,Corporate Auto,Corporate L1,Offer2,Branch,453.6,Two-Door Car,Small
FO36473,California,No,Basic,Bachelor,2/17/2011,Employed,F,31414,Suburban,Married,116,0,68,4,1,Personal Auto,Personal L3,Offer1,Call Center,556.8,SUV,Medsize
OD66412,California,No,Basic,Doctor,2/6/2011,Employed,F,74423,Rural,Married,62,31,10,0,5,Personal Auto,Personal L2,Offer2,Agent,50.800186,Four-Door Car,Medsize
IW54903,California,Yes,Basic,College,1/26/2011,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L1,Offer2,Agent,316.8,Four-Door Car,Medsize
RF64040,California,No,Extended,Bachelor,1/3/2011,Unemployed,F,0,Rural,Married,128,23,27,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,150.952506,SUV,Medsize
CB17191,California,No,Extended,High School or Below,2/21/2011,Employed,F,30646,Rural,Married,81,26,26,0,1,Corporate Auto,Corporate L2,Offer1,Agent,128.57791,Four-Door Car,Medsize
OI39301,California,No,Basic,High School or Below,2/2/2011,Unemployed,F,0,Suburban,Single,118,28,33,0,3,Personal Auto,Personal L2,Offer2,Agent,566.4,SUV,Medsize
VY90611,California,No,Basic,Master,1/27/2011,Employed,F,28264,Suburban,Divorced,63,22,9,0,1,Corporate Auto,Corporate L3,Offer2,Agent,364.622773,Two-Door Car,Small
KF96171,California,No,Premium,High School or Below,2/23/2011,Unemployed,F,0,Suburban,Single,117,5,27,0,6,Personal Auto,Personal L2,Offer1,Call Center,842.4,Two-Door Car,Medsize
IJ36435,California,No,Extended,College,1/24/2011,Unemployed,F,0,Urban,Married,79,10,22,0,8,Personal Auto,Personal L2,Offer3,Agent,304.550129,Four-Door Car,Medsize
GX40957,California,No,Basic,College,2/22/2011,Employed,F,70187,Suburban,Married,117,4,61,0,2,Personal Auto,Personal L3,Offer3,Call Center,632.16097,Sports Car,Medsize
RT36566,California,No,Basic,Bachelor,1/1/2011,Employed,F,31006,Suburban,Divorced,67,20,16,0,4,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Medsize
ML38237,California,No,Basic,High School or Below,1/19/2011,Unemployed,F,0,Suburban,Married,119,12,57,0,4,Corporate Auto,Corporate L1,Offer1,Agent,571.2,SUV,Medsize
RR74547,California,No,Extended,High School or Below,2/23/2011,Unemployed,M,0,Suburban,Single,85,33,69,0,1,Personal Auto,Personal L3,Offer3,Call Center,612,Four-Door Car,Large
PK26805,California,No,Basic,High School or Below,2/11/2011,Employed,M,20371,Suburban,Married,71,19,14,1,1,Personal Auto,Personal L2,Offer4,Call Center,340.8,Four-Door Car,Medsize
KS36311,California,No,Basic,College,2/19/2011,Employed,F,39141,Suburban,Married,68,22,7,0,1,Personal Auto,Personal L1,Offer2,Branch,402.456296,Four-Door Car,Small
ZZ69693,California,No,Basic,High School or Below,1/23/2011,Unemployed,M,0,Suburban,Single,69,20,44,0,1,Corporate Auto,Corporate L3,Offer3,Branch,496.8,Four-Door Car,Large
FS70572,California,No,Extended,College,1/10/2011,Employed,M,76837,Rural,Divorced,78,2,12,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,23.788022,Four-Door Car,Small
LN87823,California,No,Basic,High School or Below,1/9/2011,Unemployed,F,0,Suburban,Single,61,23,46,0,7,Personal Auto,Personal L2,Offer3,Agent,643.877067,Four-Door Car,Medsize
XL81489,California,No,Premium,Bachelor,2/25/2011,Unemployed,F,0,Suburban,Single,197,6,22,0,1,Corporate Auto,Corporate L3,Offer1,Agent,1439.676002,Sports Car,Small
NQ32487,California,Yes,Basic,High School or Below,2/25/2011,Retired,F,25147,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,Medsize
XF60649,California,No,Basic,Bachelor,1/4/2011,Unemployed,F,0,Suburban,Single,106,5,32,0,4,Personal Auto,Personal L2,Offer1,Web,763.2,SUV,Medsize
VA95584,California,No,Basic,Master,1/20/2011,Employed,M,34665,Suburban,Married,64,29,58,0,2,Personal Auto,Personal L3,Offer2,Branch,450.85948,Two-Door Car,Small
FN80010,California,No,Basic,Master,1/3/2011,Disabled,F,25404,Suburban,Divorced,112,16,4,0,1,Personal Auto,Personal L3,Offer1,Branch,578.175234,SUV,Medsize
QX22025,California,No,Basic,High School or Below,1/5/2011,Employed,F,37025,Urban,Married,101,15,36,0,2,Corporate Auto,Corporate L1,Offer3,Branch,427.243803,SUV,Medsize
ZU63258,California,No,Basic,Bachelor,1/19/2011,Unemployed,M,0,Suburban,Married,100,27,32,1,1,Personal Auto,Personal L3,Offer2,Agent,480,SUV,Medsize
IC74050,California,No,Premium,High School or Below,1/19/2011,Disabled,F,23939,Suburban,Married,160,33,78,1,1,Personal Auto,Personal L2,Offer1,Call Center,768,SUV,Medsize
JX80723,California,No,Extended,College,2/4/2011,Employed,M,76673,Rural,Divorced,80,2,59,1,4,Personal Auto,Personal L1,Offer1,Branch,56.082107,Four-Door Car,Medsize
CT50487,California,No,Basic,High School or Below,2/10/2011,Employed,F,55274,Suburban,Married,71,14,35,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,484.728153,Two-Door Car,Medsize
VT16570,California,No,Extended,College,1/20/2011,Employed,F,30324,Rural,Divorced,86,15,67,0,8,Corporate Auto,Corporate L2,Offer1,Call Center,143.943749,Four-Door Car,Medsize
YW94562,California,No,Basic,College,1/10/2011,Employed,F,31702,Suburban,Married,63,13,3,1,7,Personal Auto,Personal L2,Offer1,Web,302.4,Four-Door Car,Medsize
JG83075,California,No,Extended,College,2/21/2011,Unemployed,F,0,Suburban,Single,95,15,8,0,5,Corporate Auto,Corporate L3,Offer1,Agent,684,Four-Door Car,Medsize
SZ61563,California,No,Extended,Bachelor,1/21/2011,Employed,M,70908,Urban,Divorced,132,0,71,1,2,Personal Auto,Personal L2,Offer1,Call Center,521.444011,SUV,Medsize
JO60130,California,Yes,Basic,High School or Below,1/6/2011,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L2,Offer2,Agent,281.295903,Four-Door Car,Large
BG55927,California,No,Premium,College,1/9/2011,Disabled,F,17705,Suburban,Married,108,7,19,1,2,Personal Auto,Personal L3,Offer2,Agent,668.73901,Two-Door Car,Medsize
BS53322,California,No,Basic,High School or Below,1/6/2011,Employed,F,77738,Urban,Married,118,18,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,463.457352,SUV,Small
FZ13256,California,No,Basic,Bachelor,2/22/2011,Unemployed,F,0,Suburban,Single,72,18,41,0,1,Corporate Auto,Corporate L1,Offer1,Web,366.277224,Four-Door Car,Medsize
CM38959,California,No,Basic,College,1/30/2011,Employed,F,70311,Suburban,Married,66,18,15,0,2,Personal Auto,Personal L3,Offer1,Branch,341.395103,Two-Door Car,Medsize
FS38926,California,No,Extended,Bachelor,2/22/2011,Employed,F,66022,Rural,Married,239,17,80,0,1,Personal Auto,Personal L2,Offer4,Web,538.229502,Luxury Car,Medsize
EN31802,California,No,Basic,High School or Below,1/9/2011,Employed,M,74140,Suburban,Married,101,31,23,2,2,Personal Auto,Personal L1,Offer2,Web,484.8,SUV,Medsize
TO18404,California,No,Extended,Bachelor,1/22/2011,Employed,F,73604,Urban,Divorced,88,12,75,0,2,Corporate Auto,Corporate L3,Offer2,Agent,398.19284,Two-Door Car,Medsize
VQ53427,California,No,Basic,College,1/14/2011,Medical Leave,M,21855,Suburban,Married,74,21,49,1,6,Corporate Auto,Corporate L2,Offer1,Web,355.2,Four-Door Car,Medsize
OT50011,California,No,Basic,Master,1/26/2011,Medical Leave,F,23305,Rural,Married,68,25,26,0,1,Personal Auto,Personal L2,Offer2,Branch,127.157137,Four-Door Car,Medsize
OO96627,California,No,Extended,High School or Below,2/11/2011,Unemployed,M,0,Suburban,Single,98,23,46,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,958.502743,Two-Door Car,Small
BN77676,California,No,Basic,High School or Below,1/5/2011,Unemployed,M,0,Suburban,Single,71,11,71,0,6,Personal Auto,Personal L2,Offer3,Agent,511.2,Four-Door Car,Medsize
JT64945,California,No,Basic,College,2/5/2011,Employed,F,65024,Urban,Married,67,17,15,0,2,Personal Auto,Personal L2,Offer2,Call Center,189.869329,Four-Door Car,Medsize
BO58202,California,No,Basic,Bachelor,1/13/2011,Disabled,F,22590,Rural,Single,67,7,61,0,1,Personal Auto,Personal L3,Offer1,Call Center,85.68352,Two-Door Car,Medsize
UR71715,California,No,Extended,College,1/16/2011,Unemployed,M,0,Suburban,Single,91,3,57,0,1,Personal Auto,Personal L3,Offer4,Call Center,436.8,Four-Door Car,Small
GM84292,California,No,Extended,Master,1/13/2011,Employed,F,38401,Suburban,Married,92,17,62,0,2,Corporate Auto,Corporate L1,Offer1,Agent,441.6,Four-Door Car,Medsize
DW20514,California,No,Basic,College,1/17/2011,Disabled,M,25539,Suburban,Married,112,15,63,0,3,Personal Auto,Personal L3,Offer1,Web,585.069825,SUV,Small
WZ45123,California,Yes,Premium,Master,1/26/2011,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize
LW11571,California,No,Basic,Bachelor,2/7/2011,Employed,M,87313,Suburban,Divorced,67,4,5,0,1,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Small
TI48450,California,No,Basic,College,2/15/2011,Employed,M,23916,Suburban,Married,68,33,86,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,481.113765,Two-Door Car,Medsize
CZ62883,California,No,Extended,Bachelor,1/7/2011,Employed,F,34854,Suburban,Married,95,35,50,0,2,Corporate Auto,Corporate L2,Offer2,Call Center,456,Four-Door Car,Medsize
BY88565,California,No,Basic,College,2/23/2011,Employed,F,48203,Suburban,Divorced,66,20,47,0,6,Personal Auto,Personal L2,Offer4,Call Center,413.238845,Four-Door Car,Medsize
EB61889,California,No,Extended,High School or Below,2/28/2011,Medical Leave,M,25322,Suburban,Divorced,126,23,52,0,3,Corporate Auto,Corporate L3,Offer3,Call Center,886.033554,Sports Car,Medsize
GX22027,California,No,Basic,Bachelor,2/4/2011,Medical Leave,F,16656,Suburban,Married,63,11,53,1,9,Personal Auto,Personal L2,Offer1,Branch,302.4,Two-Door Car,Medsize
BN91755,California,No,Extended,Master,1/30/2011,Employed,F,44723,Urban,Married,124,26,3,0,1,Personal Auto,Personal L2,Offer1,Call Center,341.088276,SUV,Medsize
OZ89964,California,No,Basic,High School or Below,1/30/2011,Employed,M,35979,Suburban,Single,116,34,28,2,1,Personal Auto,Personal L3,Offer3,Call Center,556.8,Sports Car,Small
PV62467,California,No,Basic,College,1/27/2011,Employed,F,36413,Rural,Married,61,21,76,0,3,Personal Auto,Personal L3,Offer1,Branch,153.013115,Four-Door Car,Medsize
QZ71100,California,No,Basic,Bachelor,2/17/2011,Unemployed,M,0,Suburban,Single,196,31,78,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,2092.523421,Luxury Car,Medsize
UA63517,California,No,Basic,Doctor,1/27/2011,Unemployed,F,0,Suburban,Married,112,19,86,1,8,Personal Auto,Personal L3,Offer2,Branch,537.6,Sports Car,Medsize
BD69478,California,No,Basic,College,1/1/2011,Employed,M,51883,Suburban,Married,66,8,99,0,9,Personal Auto,Personal L2,Offer2,Call Center,623.751121,Two-Door Car,Small
GV41938,California,No,Premium,High School or Below,2/6/2011,Unemployed,F,0,Suburban,Married,151,33,94,1,2,Personal Auto,Personal L1,Offer1,Call Center,1087.2,SUV,Medsize
UA73107,California,Yes,Basic,Bachelor,2/17/2011,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize
XU43725,California,No,Extended,College,1/16/2011,Unemployed,F,0,Suburban,Single,127,0,71,0,2,Corporate Auto,Corporate L2,Offer1,Web,677.868206,SUV,Medsize
MT78037,California,No,Basic,High School or Below,2/3/2011,Employed,M,55964,Suburban,Divorced,69,20,0,0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize
FH81263,California,No,Basic,High School or Below,2/10/2011,Employed,M,85510,Suburban,Married,74,19,68,0,4,Corporate Auto,Corporate L3,Offer1,Agent,355.2,Four-Door Car,Small
SZ94413,California,No,Extended,High School or Below,2/28/2011,Employed,M,30706,Urban,Married,84,6,34,0,1,Personal Auto,Personal L2,Offer2,Agent,225.654806,Four-Door Car,Medsize
HI48554,California,No,Basic,High School or Below,1/16/2011,Medical Leave,F,29587,Suburban,Married,69,8,68,0,1,Personal Auto,Personal L2,Offer4,Web,331.2,Two-Door Car,Small
YR30159,California,No,Basic,College,2/6/2011,Employed,M,20309,Suburban,Divorced,181,5,12,0,2,Personal Auto,Personal L3,Offer1,Agent,1579.854155,Luxury Car,Medsize
EV15014,California,No,Basic,Bachelor,1/25/2011,Unemployed,M,0,Suburban,Single,71,22,0,0,2,Personal Auto,Personal L3,Offer1,Branch,599.375099,Four-Door Car,Medsize
